"order","family","genus","n","n_dio","diff."
"Alismatales","Alismataceae","Burnatia",1,1,0
"Alismatales","Alismataceae","Sagittaria",20,1,19
"Alismatales","Aponogetonaceae","Aponogeton",44,1,43
"Alismatales","Cymodoceaceae","Amphibolis",2,2,0
"Alismatales","Cymodoceaceae","Cymodocea",4,4,0
"Alismatales","Cymodoceaceae","Halodule",6,6,0
"Alismatales","Cymodoceaceae","Syringodium",2,2,0
"Alismatales","Cymodoceaceae","Thalassodendron",2,2,0
"Alismatales","Hydrocharitaceae","Appertiella",1,1,0
"Alismatales","Hydrocharitaceae","Blyxa",12,2,10
"Alismatales","Hydrocharitaceae","Elodea",12,12,0
"Alismatales","Hydrocharitaceae","Ottelia",30,30,0
"Alismatales","Hydrocharitaceae","Lagarosiphon",9,9,0
"Alismatales","Hydrocharitaceae","Stratiotes",1,1,0
"Alismatales","Hydrocharitaceae","Hydrocharis",2,2,0
"Alismatales","Hydrocharitaceae","Hydromystria",1,1,0
"Alismatales","Hydrocharitaceae","Maidenia",1,1,0
"Alismatales","Hydrocharitaceae","Najas",35,1,34
"Alismatales","Hydrocharitaceae","Thalassia",2,2,0
"Alismatales","Hydrocharitaceae","Enhalus",1,1,0
"Alismatales","Hydrocharitaceae","Halophila",9,5,4
"Alismatales","Hydrocharitaceae","Nechamandra",1,1,0
"Alismatales","Hydrocharitaceae","Hydrilla",1,1,0
"Alismatales","Hydrocharitaceae","Vallisneria",5,5,0
"Alismatales","Juncaginaceae","Tetroncium",1,1,0
"Alismatales","Potamogetonaceae","Lepilaena",4,4,0
"Alismatales","Zosteraceae","Phyllospadix",5,3,2
"Apiales","Apiaceae","Aciphylla",39,16,23
"Apiales","Apiaceae","Anisotome",13,13,0
"Apiales","Apiaceae","Arctopus",3,3,0
"Apiales","Apiaceae","Ledebouriella",2,2,0
"Apiales","Apiaceae","Mulinum",20,1,19
"Apiales","Apiaceae","Trinia",11,11,0
"Apiales","Araliaceae","Aralia",36,20,16
"Apiales","Araliaceae","Dendropanax",30,10,20
"Apiales","Araliaceae","Meryta",25,25,0
"Apiales","Araliaceae","Oreopanax",80,10,70
"Apiales","Araliaceae","Polyscias",24,14,10
"Apiales","Griseliniaceae","Griselinia",7,7,0
"Apiales","Pittosporaceae","Pittosporum",200,1,199
"Apiales","Torricelliaceae","Aralidium",1,1,0
"Apiales","Torricelliaceae","Toricellia",2,2,0
"Apiales","Pennantiaceae","Pennantia",3,3,0
"Aquifoliales","Aquifoliaceae","Ilex",405,300,105
"Aquifoliales","Helwingiaceae","Helwingia",3,3,0
"Arecales","Arecaceae","Aphandra",1,1,0
"Arecales","Arecaceae","Pseudophoenix",4,1,3
"Arecales","Arecaceae","Ravenea",9,9,0
"Arecales","Arecaceae","Phytelephas",12,12,0
"Arecales","Arecaceae","Ceroxylon",15,15,0
"Arecales","Arecaceae","Juania",1,1,0
"Arecales","Arecaceae","Borassus",7,7,0
"Arecales","Arecaceae","Lodoicea",1,1,0
"Arecales","Arecaceae","Latania",3,3,0
"Arecales","Arecaceae","Medemia",1,1,0
"Arecales","Arecaceae","Hyphaene",9,9,0
"Arecales","Arecaceae","Calamus",370,370,0
"Arecales","Arecaceae","Calospatha",1,1,0
"Arecales","Arecaceae","Ceratolobus",6,6,0
"Arecales","Arecaceae","Daemonorops",114,114,0
"Arecales","Arecaceae","Plectocomia",16,16,0
"Arecales","Arecaceae","Plectocomiopsis",5,5,0
"Arecales","Arecaceae","Mauritia",2,2,0
"Arecales","Arecaceae","Lepidocaryum",9,9,0
"Arecales","Arecaceae","Korthalsia",26,26,0
"Arecales","Arecaceae","Chamaedorea",110,110,0
"Arecales","Arecaceae","Chamaerops",1,1,0
"Arecales","Arecaceae","Drymophloeus",15,2,13
"Arecales","Arecaceae","Orbignya",20,1,19
"Arecales","Arecaceae","Phoenix",17,17,0
"Arecales","Arecaceae","Pholidocarpus",5,5,0
"Arecales","Arecaceae","Rhapidophyllum",1,1,0
"Arecales","Arecaceae","Rhapis",12,10,2
"Arecales","Arecaceae","Salacca",15,15,0
"Arecales","Arecaceae","Trachycarpus",4,4,0
"Arecales","Arecaceae","Wendlandiella",3,3,0
"Asparagales","Asparagaceae","Asparagus",50,1,49
"Asparagales","Asteliaceae","Astelia",25,25,0
"Asparagales","Asteliaceae","Collospermum",5,5,0
"Asparagales","Laxmanniaceae","Lomandra",35,35,0
"Asparagales","Nolinaceae",,49,49,0
"Asparagales","Nolinaceae","Beaucarnea",10,10,0
"Asparagales","Nolinaceae","Calibanus",1,1,0
"Asparagales","Nolinaceae","Dasylirion",15,15,0
"Asparagales","Nolinaceae","Nolina",23,23,0
"Asparagales","Ruscaceae","Ruscus",6,6,0
"Asterales","Asteraceae","Anaphalis",,,
"Asterales","Asteraceae","Anaphaloides",,,
"asterales","Asteraceae","Antennaria",45,15,30
"Asterales","Asteraceae","Ewartia",,,
"asterales","Asteraceae","Baccharis",350,350,0
"asterales","Asteraceae","Blumea",75,30,45
"asterales","Asteraceae","Brachylaena",23,23,0
"asterales","Asteraceae","Tarchonanthus",4,2,2
"Asterales","Asteraceae","Cratystylis",4,4,0
"asterales","Asteraceae","Carduus",91,10,81
"asterales","Asteraceae","Chaetanthera",41,2,39
"asterales","Asteraceae","Cirsium",200,2,198
"asterales","Asteraceae","Cotula",80,1,79
"asterales","Asteraceae","Doniophyton",2,1,1
"asterales","Asteraceae","Epaltes",15,10,5
"asterales","Asteraceae","Gochnatia",10,10,0
"asterales","Asteraceae","Heterothalamus",8,1,7
"asterales","Asteraceae","Lycoseris",66,10,56
"asterales","Asteraceae","Mikania",400,1,399
"asterales","Asteraceae","Mniodes",5,2,3
"asterales","Asteraceae","Monactis",8,1,7
"asterales","Asteraceae","Moquinia",1,1,0
"asterales","Asteraceae","Myripnois",3,3,0
"asterales","Asteraceae","Parastrephia",5,1,4
"asterales","Asteraceae","Petasites",15,15,0
"asterales","Asteraceae","Petrobium",1,1,0
"asterales","Asteraceae","Pluchea",40,30,10
"asterales","Asteraceae","Podanthus",2,2,0
"asterales","Asteraceae","Pterocaulon",18,11,7
"asterales","Asteraceae","Robinsonia",6,6,0
"asterales","Asteraceae","Senecio",1500,10,1490
"asterales","Asteraceae","Vernonia",1000,1,999
"asterales","Campanulaceae","Lobelia",365,4,361
"asterales","Menyanthaceae","Nymphoides",20,2,18
"asterales","Phellinaceae","Phelline",12,12,0
"Brassicales","Bataceae","Batis",2,2,0
"Brassicales","Brassicaceae","Apophyllum",1,1,0
"Brassicales","Brassicaceae","Forchhammeria",10,2,8
"Brassicales","Caricaceae","Vasconcellea",20,18,2
"Brassicales","Caricaceae","Horovitzia",1,1,0
"Brassicales","Caricaceae","Carica",1,0,1
"Brassicales","Caricaceae","Cylicomorpha",2,2,0
"Brassicales","Caricaceae","Jacaratia",8,7,1
"Brassicales","Caricaceae","Jarilla",3,3,0
"Brassicales","Gyrostemonaceae","Codonocarpus",2,1,1
"Brassicales","Gyrostemonaceae","Gyrostemon",6,6,0
"Brassicales","Gyrostemonaceae","Tersonia",1,1,0
"Brassicales","Salvadoraceae","Azima",4,2,2
"caryophyllales","Achatocarpaceae","Achatocarpus",5,5,0
"caryophyllales","Achatocarpaceae","Phaulothamnus",1,1,0
"caryophyllales","Amaranthaceae","Aerva",10,1,9
"caryophyllales","Amaranthaceae","Amaranthus",60,45,15
"caryophyllales","Amaranthaceae","Atriplex",300,50,250
"caryophyllales","Amaranthaceae","Chamissoa",2,1,1
"caryophyllales","Amaranthaceae","Deeringia",11,1,10
"caryophyllales","Amaranthaceae","Endolepis",3,2,1
"caryophyllales","Amaranthaceae","Grayia",2,2,0
"caryophyllales","Amaranthaceae","Zuckia",1,1,0
"caryophyllales","Amaranthaceae","Iresine",80,30,50
"caryophyllales","Amaranthaceae","Roycea",2,2,0
"caryophyllales","Sarcobataceae","Sarcobatus",1,1,0
"caryophyllales","Amaranthaceae","Spinacia",3,3,0
"caryophyllales","Cactaceae","Echinocereus",47,1,46
"caryophyllales","Cactaceae","Opuntia",300,3,297
"caryophyllales","Caryophyllaceae","Honkenya",1,1,0
"caryophyllales","Caryophyllaceae","Paronychia",6,1,5
"caryophyllales","Caryophyllaceae","Philippiella",1,1,0
"caryophyllales","Caryophyllaceae","Schiedea",18,3,15
"caryophyllales","Caryophyllaceae","Silene",600,10,590
"caryophyllales","Didiereaceae",,10,10,0
"caryophyllales","Didiereaceae","Alluaudia",6,6,0
"caryophyllales","Didiereaceae","Alluaudiopsis",2,2,0
"caryophyllales","Didiereaceae","Didierea",2,2,0
"caryophyllales","Molluginaceae","Glischrothamus",1,1,0
"caryophyllales","Nepenthaceae","Nepenthes",90,90,0
"caryophyllales","Nyctaginaceae","Guapira",3,3,0
"caryophyllales","Nyctaginaceae","Neea",80,20,60
"caryophyllales","Nyctaginaceae","Pisonia",35,20,15
"caryophyllales","Physenaceae","Physena",2,2,0
"caryophyllales","Phytolaccaceae","Ledenbergia",2,1,1
"caryophyllales","Phytolaccaceae","Monococcus",1,1,0
"caryophyllales","Phytolaccaceae","Phytolacca",25,5,20
"caryophyllales","Polygonaceae","Coccoloba",120,2,118
"caryophyllales","Polygonaceae","Fallopia",18,1,17
"caryophyllales","Polygonaceae","Harfordia",1,1,0
"caryophyllales","Polygonaceae","Muehlenbeckia",23,23,0
"caryophyllales","Polygonaceae","Polygonella",5,1,4
"caryophyllales","Polygonaceae","Rumex",200,2,198
"caryophyllales","Polygonaceae","Ruprechtia+Triplaris",55,55,0
"caryophyllales","Polygonaceae","Ruprechtia",20,20,0
"caryophyllales","Polygonaceae","Triplaris",18,18,0
"caryophyllales","Polygonaceae","Symmeria",1,1,0
"caryophyllales","Simmondsiaceae","Simmondsia",1,1,0
"Celastrales","Celastraceae","Cassine+Maurocenia",41,41,0
"Celastrales","Celastraceae","Cassine",40,40,0
"Celastrales","Celastraceae","Maurocenia",1,1,0
"Celastrales","Celastraceae","Maytenus",225,50,175
"Celastrales","Celastraceae","Empleuridium",1,1,0
"Celastrales","Celastraceae","Microtropis",70,70,0
"Celastrales","Celastraceae","Otherodendron",8,7,1
"Celastrales","Celastraceae","Schaefferia",16,2,14
"Celastrales","Celastraceae","Tetrasiphon",1,1,0
"Celastrales","Lepidobotryaceae","Lepidobotrys",1,1,0
"Celastrales","Lepidobotryaceae","Ruptilicarpon",1,1,0
"Commelinales","Hanguanaceae","Hanguana",10,10,0
"Cornales","Cornaceae","Cornus",45,1,44
"Cornales","Cornaceae","Nyssa",5,5,0
"Cornales","Hydrostachyaceae","Hydrostachys",22,22,0
"cucurbitales","Begoniaceae","Begonia",900,50,850
"cucurbitales","Cucurbitaceae","Abobra",1,1,0
"cucurbitales","Cucurbitaceae","Acanthosicyos",2,1,1
"cucurbitales","Cucurbitaceae","Ampelosycios",3,3,0
"cucurbitales","Cucurbitaceae","Telfairia",3,3,0
"cucurbitales","Cucurbitaceae","Cogniauxia",1,1,0
"cucurbitales","Cucurbitaceae","Schizopepon",8,6,2
"cucurbitales","Cucurbitaceae","Biswarea",1,1,0
"cucurbitales","Cucurbitaceae","Herpetospermum",1,1,0
"cucurbitales","Cucurbitaceae","Edgaria",1,1,0
"cucurbitales","Cucurbitaceae","Bryonia",10,8,2
"cucurbitales","Cucurbitaceae","Calycophysum",5,2,3
"cucurbitales","Cucurbitaceae","Cayaponia",45,1,44
"cucurbitales","Cucurbitaceae","Coccinia",30,20,10
"cucurbitales","Cucurbitaceae","Cucumis",30,1,29
"cucurbitales","Cucurbitaceae","Doyerea",2,2,0
"cucurbitales","Cucurbitaceae","Helmontia",1,1,0
"cucurbitales","Cucurbitaceae","Wilbrandia",2,1,1
"cucurbitales","Cucurbitaceae","Apodanthera",14,7,7
"cucurbitales","Cucurbitaceae","Kedrostis",23,12,11
"cucurbitales","Cucurbitaceae","Trochomeriopsis",1,1,0
"cucurbitales","Cucurbitaceae","Ibervillea",3,3,0
"cucurbitales","Cucurbitaceae","Ecballium",1,1,0
"cucurbitales","Cucurbitaceae","Eureiandra",10,1,9
"cucurbitales","Cucurbitaceae","Fevillea",7,7,0
"cucurbitales","Cucurbitaceae","Sicydium",6,6,0
"cucurbitales","Cucurbitaceae","Gerrardanthus",5,1,4
"cucurbitales","Cucurbitaceae","Gynostemma",2,2,0
"cucurbitales","Cucurbitaceae","Hemsleya",30,30,0
"cucurbitales","Cucurbitaceae","Siolmatra",3,3,0
"cucurbitales","Cucurbitaceae","Zanonia",1,1,0
"cucurbitales","Cucurbitaceae","Gymnopetalum",3,3,0
"cucurbitales","Cucurbitaceae","Hodgsonia",2,2,0
"cucurbitales","Cucurbitaceae","Lagenaria",6,6,0
"cucurbitales","Cucurbitaceae","Luffa",6,1,5
"cucurbitales","Cucurbitaceae","Melothria",10,1,9
"cucurbitales","Cucurbitaceae","Momordica",47,24,23
"cucurbitales","Cucurbitaceae","Thladiantha",23,23,0
"cucurbitales","Cucurbitaceae","Trichosanthes",15,1,14
"cucurbitales","Cucurbitaceae","Trochomeria",7,7,0
"cucurbitales","Cucurbitaceae","Zehneria",30,30,0
"cucurbitales","Datiscaceae","Datisca",2,1,1
"cucurbitales","Tetramelaceae","Octomeles",1,1,0
"cucurbitales","Tetramelaceae","Tetrameles",1,1,0
"Dioscoreales","Dioscoreaceae","Borderea",2,1,1
"Dioscoreales","Dioscoreaceae","Dioscorea",450,450,0
"Dioscoreales","Dioscoreaceae","Rajania",20,20,0
"Dioscoreales","Dioscoreaceae","Tamus",4,4,0
"dipsacales","Valerianaceae","Phuodendron",1,1,0
"dipsacales","Valerianaceae","Valeriana",250,10,240
"ericales","Actinidiaceae","Actinidia",30,8,22
"ericales","Actinidiaceae","Saurauia",300,10,290
"ericales","Ebenaceae","Diospyros",475,475,0
"ericales","Ebenaceae","Euclea",12,12,0
"ericales","Ericaceae","Ceratiola",1,1,0
"ericales","Ericaceae","Corema",2,2,0
"ericales","Ericaceae","Empetrum",2,2,0
"ericales","Ericaceae","Cyathodes",12,8,4
"ericales","Ericaceae","Epigaea",3,1,2
"ericales","Ericaceae","Gaultheria s.l.",150,4,146
"ericales","Ericaceae","Pernettya",20,1,19
"ericales","Myrsinaceae","Amblyanthus",4,1,3
"ericales","Myrsinaceae","Cybianthus",124,1,123
"ericales","Myrsinaceae","Discocalyx",50,20,30
"ericales","Myrsinaceae","Embelia",130,92,38
"ericales","Myrsinaceae","Geissanthus",35,20,15
"ericales","Myrsinaceae","Grenacheria",10,10,0
"ericales","Myrsinaceae","Maesa",100,50,50
"ericales","Myrsinaceae","Monoporus",8,8,0
"ericales","Myrsinaceae","Myrsine",5,1,4
"ericales","Myrsinaceae","Rapanea",150,50,100
"ericales","Myrsinaceae","Stylogyne",60,60,0
"ericales","Sapotaceae","Chrysophyllum",80,10,70
"ericales","Sapotaceae","Pouteria",50,20,30
"ericales","Sapotaceae","Sideroxylon sl",100,1,99
"ericales","Styracaceae","Bruinsmia",2,2,0
"ericales","Symplocaceae","Symplocos",250,1,249
"ericales","Pentaphylacaceae","Eurya",70,70,0
"ericales","Pentaphylacaceae","Ternstroemia",85,24,61
"ericales","Theophrastaceae","Clavija",50,33,17
"euasterids 1","Boraginaceae","Cordia",250,1,249
"euasterids 1","Boraginaceae","Lepidocordia",2,2,0
"euasterids 1","Boraginaceae","Rochefortia",3,3,0
"Rosid (unplaced)","Icacinaceae","Chlamydocarya",6,3,3
"Rosid (unplaced)","Icacinaceae","Gonocaryum",9,1,8
"Rosid (unplaced)","Icacinaceae","Grisollea",2,2,0
"Rosid (unplaced)","Icacinaceae","Miquelia",8,5,3
"Rosid (unplaced)","Icacinaceae","Natsiatopsis",1,1,0
"Rosid (unplaced)","Icacinaceae","Natsiatum",1,1,0
"Rosid (unplaced)","Icacinaceae","Phytocrene",11,11,0
"Rosid (unplaced)","Icacinaceae","Polycephalium",2,1,1
"Rosid (unplaced)","Icacinaceae","Polyporandra",1,1,0
"Rosid (unplaced)","Icacinaceae","Pyrenacantha",20,6,14
"Rosid (unplaced)","Icacinaceae","Rhaphiostylis",6,1,5
"Rosid (unplaced)","Icacinaceae","Sarcostigma",2,2,0
"Rosid (unplaced)","Icacinaceae","Stachyanthus",6,1,5
"Berberopsidales","Aextoxicaceae","Aextoxicon",1,1,0
"Buxales","Didymelaceae","Didymeles",2,2,0
"Dilleniales","Dilleniaceae","Tetracera",40,15,25
"Gunnerales","Myrothamnaceae","Myrothamnus",2,2,0
"eudicots","Vitaceae","Tetrastigma",95,95,0
"eudicots","Vitaceae","Vitis",65,28,37
"Picramniales","Picramniaceae","Alvaradoa",5,2,3
"Picramniales","Picramniaceae","Picramnia",40,30,10
"Fabales","Fabaceae","Ateleia",21,21,0
"Fabales","Fabaceae","Bauhinia",100,10,90
"Fabales","Fabaceae","Ceratonia",2,1,1
"Fabales","Fabaceae","Gymnocladus",5,2,3
"Fabales","Fabaceae","Myroxylon",2,2,0
"Fabales","Fabaceae","Pentaclethra",2,1,1
"Fabales","Quillajaceae","Quillaja",4,1,3
"Fagales","Casuarinaceae","Allocasuarina",59,30,29
"Fagales","Casuarinaceae","Casuarina",17,10,7
"Fagales","Casuarinaceae","Ceuthostoma",2,2,0
"Fagales","Casuarinaceae","Gymnostoma",18,9,9
"Fagales","Myricaceae","Canacomyrica",1,1,0
"Fagales","Myricaceae","Comptonia",1,1,0
"Fagales","Myricaceae","Myrica",50,40,10
"Fagales","Ticodendraceae","Ticodendron",1,1,0
"Garryales","Garryaceae","Aucuba",4,4,0
"Garryales","Garryaceae","Garrya",13,13,0
"Gentianales","Loganiaceae","Labordia",17,17,0
"Gentianales","Rubiaceae","Metabolos",4,"?","#VALUE!"
"Gentianales","Rubiaceae","Amaioua",25,25,0
"Gentianales","Rubiaceae","Duroia",20,20,0
"Gentianales","Rubiaceae","Kutchubea",11,11,0
"Gentianales","Rubiaceae","Randia",100,10,90
"Gentianales","Rubiaceae","Alibertia",35,20,15
"Gentianales","Rubiaceae","Genipa",7,1,6
"Gentianales","Rubiaceae","Stachyarrhena",10,1,9
"Gentianales","Rubiaceae","Anthospermeae",170,142,28
"Gentianales","Rubiaceae","Anthospermum",40,40,0
"Gentianales","Rubiaceae","Nenax",9,9,0
"Gentianales","Rubiaceae","Carpacoce",7,7,0
"Gentianales","Rubiaceae","Coprosma",90,80,10
"Gentianales","Rubiaceae","Opercularia",15,5,10
"Gentianales","Rubiaceae","Phyllis",2,0,2
"Gentianales","Rubiaceae","Normandia",1,0,1
"Gentianales","Rubiaceae"," Anthospermeae","Nertera",6,1
"Gentianales","Rubiaceae","Antirhea",40,20,20
