"","species","clust","Maximum.vertical.height","Number.of.fertile.stamens","Number.of.ovules.per.carpel","Number.of.carpels","Fusion.of.ovaries","Flower.size","seedMass_merge.Seed_weight","Woodiness_herbaceous","Woodiness_woody","Climbing_climbing","Climbing_non.climbing","Aquatic_aquatic","Aquatic_non.aquatic","SexualSystem_dimorphic","SexualSystem_monomorphic","Lifespan_long","Lifespan_short","Mating_mixed","Mating_outcrossing","Mating_selfing","Pollination_abiotic","Pollination_autonomous","Pollination_biotic","Dispersal_mode_abiotic","Dispersal_mode_autonomous","Dispersal_mode_biotic","Dispersal_dist_long","Dispersal_dist_short","FlowerSex_bisexual","FlowerSex_unisexual","FloralReward_nectar","FloralReward_none","FloralReward_other","FloralReward_pollen","FlowerSymmetry_actinomorphic","FlowerSymmetry_other","FlowerSymmetry_zygomorphic","Showiness_bright","Showiness_dull"
"267","Potamogeton berchtoldii",6,NA,-2.53650187636076,-4.73822773953331,-0.397863650203147,0,NA,-7.90122492512232,"1","0","0","1","1","0","0","1","1","1",NA,NA,NA,"1","0","0","1","0","0","1","0","0","1","0","1","0","0",NA,NA,NA,"0","1"
"268","Primula sieboldii",4,-4.16288495076587,-2.31335832504655,NA,-0.174720098888937,1.07870894414484,NA,-9.43270129608671,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0","1","0","0","0","1","0","0","1","0"
"269","Prionotes cerinthoides",5,NA,-2.31335832504655,NA,-0.174720098888937,1.07870894414484,-1.02771127668055,NA,"1","0","1","0","0","1","0","1","1","0",NA,NA,NA,"0","0","1",NA,NA,NA,NA,NA,"1","0","1","0","0","0","1","0","0","1","0"
"270","Prunus persica",5,-0.529575347806742,-0.0941548409915509,-4.04508055897337,-1.78415801132304,NA,NA,-0.0709604512092219,"0","1","0","1","0","1","0","1","1","0","1","1","0","0","0","1","0","0","1","1","0","1","0","1","0","0","0","1","0","0","1","0"
"271","Putranjiva roxburghii",2,NA,-2.77011672754226,-4.04508055897337,-0.685545722654928,1.07870894414484,-2.29747182154449,-1.66314667051961,"0","1","0","1","0","1","1","0","1","0","0","1","0","1","0","0",NA,NA,NA,NA,NA,"0","1","0","1","0","0","1","0","0","1","1"
"272","Qualea grandiflora",5,0.00942115292594548,-3.92279623748065,-0.712876048798164,-0.685545722654928,1.07870894414484,-1.13432101173881,NA,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0",NA,NA,NA,NA,"0","0","1","1","0"
"273","Quercus rubra",2,0.9257118848001,-2.13103676825259,-4.04508055897337,-0.685545722654928,NA,NA,0.0474308164421673,"0","1","0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1"
"274","Quinchamalium chilense",4,-4.02429878747972,-2.31335832504655,-4.73822773953331,-1.78415801132304,NA,-1.64306546930098,-7.03860109425689,"1","0","0","1","0","1","0","1","1","0",NA,NA,NA,"0","0","1",NA,NA,NA,NA,NA,"1","0","1","0","0","0","1","0","0","1","0"
"275","Quintinia hyehenensis",2,-0.642904033113745,-2.31335832504655,NA,-0.280080614546764,NA,-2.5206153728587,NA,"0","1","0","1","0","1","1","0","1","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","1",NA,NA,NA,NA,NA,NA,NA,"1","0"
"276","Rafflesia keithii",2,NA,-0.23391678336671,NA,NA,NA,2.55455844237513,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","1","0","0","0","1","0","0","1","1","1","0","1",NA,NA,NA,NA,"1","0","0","1","1"
"277","Ranunculus acris",1,-3.02887073504684,0.171548324741455,-4.73822773953331,1.21157426223095,0,-1.06200035015918,-7.4632606496212,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","1","0","0","1","1","0","0","1","0"
"278","Ravenala madagascariensis",5,0.127204188582329,-2.13103676825259,-2.21249909522506,-0.685545722654928,1.07870894414484,1.11697078686769,-2.51038586577325,"0","1","0","1","0","1","0","1","1","0","1","0","0","0","0","1","0","0","1","1","0","1","0","1","0","0","1","0","0","1","1","0"
"279","Reseda lutea",1,NA,NA,NA,NA,NA,NA,-8.28002178614833,"1","0","0","1","0","1","1","0","1","1","0","1","0","0","0","1","0","0","1","1","0","1","0",NA,NA,NA,NA,"0","0","1","1","1"
"280","Rhizophora stylosa",5,0.127204188582329,-1.84335469580081,-4.04508055897337,-1.09101083076309,1.07870894414484,NA,2.39366535817851,"0","1","0","1","0","1","0","1","1","0","1","0","0","1","0","0","1","0","0","1","0","1","0","0","1","0","0","1","0","0","1","1"
"281","Ribes aureum",5,-1.78233831630211,-2.31335832504655,NA,-1.09101083076309,NA,-1.35746456305302,-7.4927613140179,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,"1","0","1","0","0","0","1","0","0","1","0"
"282","Roridula dentata",4,-1.78233831630211,-2.31335832504655,-4.73822773953331,-0.685545722654928,1.07870894414484,-0.9111774604246,NA,"0","1","0","1","0","1","0","1","1","0","0","0","1","0","1","1","0","1","0","0","1","1","0","0","1","0","0","1","0","0","1","1"
"283","Roridula gorgonias",4,-2.47548549686205,-2.31335832504655,-3.6396154508652,-0.685545722654928,1.07870894414484,-0.9111774604246,-7.87455667804016,"1","1","0","1","0","1","0","1","1","0","0","0","1","0","1","1","0","1","0","0","1","1","0","0","1","0","0","1","0","0","1","1"
"284","Roupala montana",5,-0.683726027634,-2.53650187636076,-4.04508055897337,-1.78415801132304,NA,-2.08236044192755,-4.15543733873651,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","1","0","0","0","1","0","0","1","0"
"285","Rourea induta",5,-1.08919113574216,-1.6202111444866,NA,NA,NA,-1.73215801249443,NA,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Ruellia ciliatiflora",5,NA,NA,NA,NA,NA,NA,-7.31745030171017,"1","1","0","1","0","1","0","1","1","0","1","0","0","0","0","1",NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,"0","0","1","1","0"
"287","Ruta graveolens",5,-2.47548549686205,-1.72557166014443,-3.35193337841342,-0.397863650203147,1.07870894414484,NA,-7.29754914739287,"0","1","0","1","0","1","0","1","1","0",NA,NA,NA,"0","0","1","0","1","0","0","1","1","0","1","0","0","1","1","0","0","1","0"
"288","Sagina procumbens",4,-4.08492340929616,-2.53650187636076,NA,-0.397863650203147,NA,-3.43690610473286,-11.9176079458747,"1","0","0","1","0","1","0","1","1","0","0","0","1","0","1","1","0","1","0","0","1","1","0","1","0","0","0","1","0","0","0","1"
"289","Sagittaria latifolia",1,NA,-0.521598855818491,NA,0.00760145790501712,NA,-0.441173831178865,-8.58540343569951,"1","0","0","1","0","1","1","1","1","0","0","1","0","0","0","1","1","0","0","1","0","0","1",NA,NA,NA,NA,"1","0","0","1","0"
"290","Salpiglossis sinuata",4,-2.47548549686205,-2.53650187636076,NA,-1.09101083076309,1.07870894414484,-0.12272010006033,-10.3081700334406,"1","0","0","1","0","1","0","1","0","1","0","1","0","0","1","1","0","1","0","0","1","1","0",NA,NA,NA,NA,"0","0","1","1","0"
"291","Santalum spicatum",5,NA,-2.53650187636076,NA,NA,NA,NA,-0.655634117859266,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","1","0","1","0","1","0","0","1","1"
"292","Sarracenia purpurea",4,-3.86177985798195,0.251591032414991,0.9036793314048,-0.174720098888937,1.07870894414484,-0.0357087230707004,-7.44027113139651,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0","1","0","0","0","1","0","0","1","1"
"293","Sauvagesia rhodoleuca",5,-2.3357235544869,-2.31335832504655,NA,-0.685545722654928,NA,-2.47182520868927,NA,"0","1","0","1","0","1","0","1","1","0",NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1","0",NA,NA,NA,NA,NA,NA,NA,"1","0"
"294","Saxifraga cernua",1,-4.33981565892495,-1.6202111444866,0.708509632132997,-1.09101083076309,0.755096260901389,0.880582008803455,NA,"1","0","0","1","0","1","1","1","1","0","0","1","0","0","0","1","1","0","1","1","0","1","0","1","0","0","0","1","0","0","1","0"
"295","Scaevola montana",5,NA,NA,NA,NA,NA,NA,NA,"0","1","0","1","0","1","0","1",NA,NA,"0","1","0","0","0","1","0","0","1","1","0","1","0","1","0","0","0",NA,NA,NA,"1","0"
"296","Schinus molle",2,-0.335419333365784,-1.6202111444866,-4.73822773953331,-0.685545722654928,1.07870894414484,NA,-4.57969494619404,"0","1","0","1","0","1","1","0","1","0","0","1","0","0","0","1","1","0","1","1","0","0","1",NA,NA,NA,NA,"1","0","0","1","1"
"297","Schisandra chinensis",4,NA,-2.21804814524222,-3.82193700765916,1.51167885468129,0,NA,-6.07696628850131,"1","0","1","0","0","1","0","1","1","0","1","0","0","0","0","1",NA,NA,NA,NA,NA,"0","1",NA,NA,NA,NA,"1","0","0","1","0"
"298","Schizanthus grahamii",4,-3.168632677422,-3.2296490569207,NA,-1.09101083076309,1.07870894414484,-0.762757455306327,-7.79857077106224,"1","0","0","1","0","1","0","1","0","1","1","0","0","0","0","1",NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,"0","0","1","1","0"
"299","Scleranthus annuus",4,-4.47796599740576,-2.67003326898528,-4.73822773953331,-1.09101083076309,1.07870894414484,-3.72458817718464,-7.81496458083792,"1","0","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","0","0","1","1","0","1","1","0","0","1","0","0","1","1"
"300","Senecio vulgaris",3,NA,NA,NA,NA,NA,NA,-9.56623268871123,"1","0","0","1","0","1","0","1","0","1",NA,NA,NA,"0","0","1","1","0","0","1","0","1","0",NA,NA,NA,NA,"1","0","0","1","0"
"301","Sesamum indicum",4,-2.2931639400681,-2.53650187636076,NA,-1.09101083076309,1.07870894414484,-0.951999454944855,-7.21259242491691,"1","0","0","1","0","1","0","1","0","1","1","0","0","0","0","1","0","1","0","0","1","1","0","1","0","0","0","0","0","1","1","0"
"302","Sextonia rubra",5,1.21339395725188,-1.72557166014443,-4.73822773953331,-1.78415801132304,NA,NA,NA,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","1","1","1","1","0","0","0","1","0","1","0","0","1","0"
"303","Silene vulgaris",1,-2.98631112062805,-1.6202111444866,NA,NA,1.07870894414484,NA,-7.8067340817014,"1","0","0","1","0","1","1","0","1","0","1","0","0","0","0","1","1","0","0","1","0","1","1","1","0","1","0","1","0","1","1","0"
"304","Simmondsia chinensis",2,NA,-1.6202111444866,NA,-0.685545722654928,1.07870894414484,-2.74375892417291,-1.70131897009384,"0","1","0","1","0","1","1","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","1","0","0","1","0","0","1","1"
"305","Sinojackia xylocarpa",5,NA,-1.35784688001911,-2.792317590478,-0.685545722654928,1.07870894414484,-1.26785240436333,NA,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,"1","0","0","1","0"
"306","Solanum dulcamara",1,-2.3357235544869,-2.31335832504655,NA,-1.09101083076309,1.07870894414484,NA,-4.73070692546308,"1","0","1","1","0","1","0","1","1","0","1","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0","1","1","0","0","1","0"
"307","Souroubea guianensis",5,NA,NA,NA,NA,NA,NA,NA,"0","1","1","0","0","1","0","1",NA,NA,"0","1","0","0","0","1","0","0","1","1","0","1","0","1","0","1","0",NA,NA,NA,"1","0"
"308","Spergularia marina",3,-4.08492340929616,-2.45645916868722,-0.00202929113881788,NA,NA,NA,-11.0013172140006,"1","0","0","1","0","1","0","1","0","1","0","0","1","0","1","0","1","0","0","1","0","1","0","1","0","0","0","1","0","0","1","1"
"309","Spigelia marilandica",4,-3.27399319307983,-2.31335832504655,NA,-1.09101083076309,1.07870894414484,-0.505712352316436,NA,"1","0","0","1","0","1","0","1","1","0",NA,NA,NA,"0","0","1","0","1","0","0","1","1","0",NA,NA,NA,NA,"1","0","0","1","1"
"310","Spiranthes cernua",1,-3.67945830118799,-3.92279623748065,NA,-0.685545722654928,1.07870894414484,NA,-13.5270458583088,"1","0","0","1","0","1","0","1","1","0","0","1","1","0","1","1","1","0","0","1","0","1","0",NA,NA,NA,NA,"0","0","1","1","1"
"311","Spondias tuberosa",5,-0.683726027634,-1.6202111444866,-4.73822773953331,-0.280080614546764,NA,NA,-0.761357424843217,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0",NA,NA,NA,NA,"1","0","0","1","0"
"312","Staphylea trifolia",5,-1.33685153384446,-2.31335832504655,-2.54100316219709,-0.867867279448883,1.07870894414484,-2.01379777049025,-4.08084316261065,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","1","0","0","1","1","0","0","1","1"
"313","Stellaria media",4,-4.08492340929616,-2.21804814524222,NA,NA,NA,-2.47182520868927,-8.97316896670827,"1","0","0","1","0","1","0","1","1","1","0","0","1","0","1","1","0","1","0","0","1","1","0","1","0","0","0","1","0","0","1","1"
"314","Sterculia apetala",5,1.07986256462736,-1.21474603637844,-2.34033246673494,-0.174720098888937,0.215741788828968,-1.13432101173881,-0.45676556077471,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","1",NA,NA,NA,NA,"1","0","0","1","1"
"315","Stylidium graminifolium",4,NA,-3.2296490569207,-0.238418069203048,-1.09101083076309,1.07870894414484,-1.82746819229876,-9.72038336853849,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0",NA,NA,NA,NA,"0","0","1","1","0"
"316","Swietenia macrophylla",5,0.9257118848001,-1.6202111444866,-2.09917040991805,-0.174720098888937,1.07870894414484,-1.82746819229876,-1.68638261989445,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","0","1",NA,NA,NA,NA,"1","0","0","1","1"
"317","Syringa vulgaris",5,-0.683726027634,-3.2296490569207,-4.04508055897337,-1.09101083076309,1.07870894414484,NA,-6.28818988650737,"0","1","0","1","0","1","0","1","1","0",NA,NA,NA,"0","0","1","0","0","1","1","0","1","0","1","0","0","1","1","0","0","1","0"
"318","Tacca chantrieri",1,-2.76316756931384,-2.13103676825259,0.914261440735337,NA,NA,NA,-6.26687469230833,"1","0","0","1","0","1","0","1","1","0","0","0","1","0","1","1","0","0","1","1","0","1","0",NA,NA,NA,NA,"1","0","0","1","1"
"319","Tacca leontopetaloides",4,-2.47548549686205,-2.13103676825259,-1.60273352360416,-0.685545722654928,NA,NA,-4.87313884357675,"1","0","0","1","0","1","0","1","1","0",NA,NA,NA,"0","0","1",NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,"1","0","0","1","1"
"320","Talinum paniculatum",4,-2.90626841295451,-1.165955872209,-1.79378876036687,-0.685545722654928,NA,-2.00182157944353,-8.55031211588824,"1","0","0","1","0","1","0","1","1","0",NA,NA,NA,"0","0","1","0","1","0","0","1","1","0",NA,NA,NA,NA,"1","0","0","1","0"
"321","Tectona grandis",5,1.21339395725188,-2.13103676825259,NA,NA,NA,-2.42530519305438,-1.45970381217085,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","1","0","0","0","1","0","0","1","0"
"322","Tetracentron sinense",5,1.21339395725188,-2.53650187636076,-2.94646827030526,-0.397863650203147,0.862967155315873,-3.72458817718464,-9.90270492533245,"0","1","0","1","0","1","0","1","1","0","1","0","0","1","0","1","1","0","0","1","0","1","0","1","1","0","1","1","0","0","1","1"
"323","Tetratheca aphylla",5,-1.83363161068966,-1.6202111444866,-4.73822773953331,-0.685545722654928,NA,NA,NA,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1",NA,NA,NA,"1","0"
"324","Tetroncium magellanicum",6,NA,-2.53650187636076,-4.73822773953331,-0.397863650203147,0.323612683243452,NA,NA,"1","0","0","1","1","0","1","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","1","0","0","0","1","0","1","0"
"325","Thalictrum minus",4,-2.66785738950951,-1.39706759317239,-4.73822773953331,0.263534832042218,0,-2.18414313623749,-7.27321704673334,"1","0","0","1","0","1","0","1","1","0",NA,NA,NA,"1","0","1","0","1","0","0","1","1","0","0","1","0","1","1","0","0","1","1"
"326","Theobroma cacao",5,0.41488626103411,-2.31335832504655,NA,-0.174720098888937,1.07870894414484,-1.82746819229876,-0.459772447222444,"0","1","0","1","0","1","0","1","1","0","1","1","0","0","0","1","0","0","1","1","0","1","0","1","0","0","0","1","0","0","1","0"
"327","Thymelaea hirsuta",2,-2.00548186761632,-1.84335469580081,-4.73822773953331,-1.78415801132304,NA,-0.76736575839252,-6.88390737884746,"0","1","0","1","0","1","1","1","1","0","0","1","0","1","0","1","0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1"
"328","Titanotrichum oldhamii",4,NA,-2.53650187636076,NA,NA,NA,-0.574705223803388,NA,"1","0","0","1","0","1","0","1","1","0","1","1","0","0","0","1",NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,"0","0","1","1","0"
"329","Trachelium caeruleum",4,-2.47548549686205,-2.31335832504655,NA,NA,NA,-2.5206153728587,-12.6107551264347,"1","0","0","1","0","1","0","1","1","0",NA,NA,NA,"0","0","1","0","1","0","0","1","1","0","1","0","0","1","1","0","0","1","0"
"330","Tragopogon dubius",3,-2.83216044080079,-2.31335832504655,-4.73822773953331,-1.09101083076309,1.07870894414484,NA,-5.78964765417819,"1","0","0","1","0","1","0","1","0","1","0","0","1","0","0","1","1","0","1","1","0","1","0",NA,NA,NA,NA,"0","0","1","1","0"
"331","Tribulus terrestris",3,-3.52530762136073,-1.6202111444866,-1.74249546597932,-0.174720098888937,1.07870894414484,-1.93282870795658,-5.20040802861363,"1","0","0","1","0","1","0","1","0","1",NA,NA,NA,"0","0","1","0","0","1","1","0","1","0","1","0","0","1","1","0","0","1","0"
"332","Trichilia emetica",2,0.9257118848001,-1.6202111444866,-4.04508055897337,-0.685545722654928,1.07870894414484,-1.35746456305302,-1.45170851810116,"0","1","0","1","0","1","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","1",NA,NA,NA,NA,"1","0","0",NA,NA
"333","Trillium erectum",4,-3.67945830118799,-2.13103676825259,NA,-0.685545722654928,NA,NA,NA,"1","0","0","1","0","1","0","1","1","0","1","1","0","0","0","1","0","0","1","0","1","1","0",NA,NA,NA,NA,"1","0","0","1","1"
"334","Trithuria submersa",6,-5.06575266230788,-3.92279623748065,-4.73822773953331,-1.78415801132304,NA,-1.82746819229876,NA,"1","0","0","1","1","0","0","1","0","1","0","0","1","1","0","0","0","1","0","0","1","0","1","0","1","0","0","1","0","0","1","0"
"335","Trochocarpa laurina",5,NA,-1.6202111444866,-4.73822773953331,0.518427081671008,1.07870894414484,-3.21376255341865,-4.80161972831412,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","1","1","0","1","0",NA,NA,NA,NA,"1","0","0","1","0"
"336","Tropaeolum majus",3,NA,-1.84335469580081,NA,NA,NA,-0.334564096120607,-3.01719525529763,"1","0","1","1","0","1","0","1","1","1",NA,NA,NA,"0","0","1","1","0","0","1","0","1","0","1","0","0","1","0","0","1","1","0"
"337","Tropaeolum tricolor",4,-1.78233831630211,-1.84335469580081,-4.73822773953331,-0.685545722654928,1.07870894414484,-0.728855903630646,-4.84858451929645,"1","0","0","1","0","1","0","1","1","0",NA,NA,NA,"0","0","1",NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,"0","0","1","1","0"
"338","Turnera ulmifolia",5,-2.60901688948658,-2.31335832504655,1.48534010026035,-0.685545722654928,1.07870894414484,-0.218030279864655,-7.89225625513956,"0","1","0","1","0","1","0","1","1","0","0","1","1","0","0","1","0","0","1","0","1","1","0",NA,NA,NA,NA,"1","0","0","1","0"
"339","Typha latifolia",6,-1.66455528064573,-3.2296490569207,-4.73822773953331,-1.78415801132304,NA,NA,-10.0458057689731,"1","0","0","1","0","1","0","1","1","0",NA,NA,NA,"1","0","0","1","0","0","1","0","0","1","0","1","0","0",NA,NA,NA,"0","1"
"340","Urtica dioica",6,-1.91586970892663,-2.53650187636076,-4.73822773953331,-1.78415801132304,NA,NA,-9.83816640419488,"1","0","0","1","0","1","1","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","1","0","0","1","1","0","0","1"
"341","Vaccinium uliginosum",5,-2.98631112062805,-1.72557166014443,NA,-0.53139504282767,1.07870894414484,-2.33829381606475,-9.27855061625945,"0","1","0","1","0","1","0","1","1","0","0","1","1","0","0","1","0","0","1","1","0","1","0","1","0","0","0","1","0","0","1","1"
"342","Valeriana officinalis",1,-2.76316756931384,-2.82418394881254,-4.73822773953331,-0.685545722654928,NA,-2.5206153728587,-7.79047356082962,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","1","0","0","1","0","1","0","1","0"
"343","Verbascum thapsus",3,-1.78233831630211,-2.31335832504655,NA,-1.09101083076309,1.07870894414484,-1.42200308419059,-10.3081700334406,"1","0","0","1","0","1","0","1","0","1","1","0","0","0","0","1","0","0","1","1","0","1","0","1","0","0","1","0","0","1","1","0"
"344","Veronica anagallis-aquatica",1,-3.07332249761768,-3.2296490569207,NA,-1.09101083076309,NA,-2.29747182154449,-10.8189956572066,"1","0","0","1","0","1","0","1","1","0","0","0","1","1","0","1","1","0","0","1","0","1","0","0","1","0","0","0","0","1","1","0"
"345","Viburnum rufidulum",5,-0.683726027634,-2.31335832504655,NA,NA,NA,-2.28950365189531,-3.60977868236431,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","0","1","1","0","0","1","0"
"346","Viola pubescens",4,-3.76646967817762,-2.31335832504655,-2.54100316219709,-0.685545722654928,1.07870894414484,NA,-7.32248809574012,"1","0","0","1","0","1","0","1","1","0","1","0","0","0","1","1","0","1","1","0","1","1","0",NA,NA,NA,NA,"0","0","1","1","0"
"347","Vitex negundo",5,NA,NA,NA,NA,NA,NA,-4.90549265156833,"0","1","0","1","0","1","0","1","1","0",NA,NA,NA,"0","0","1",NA,NA,NA,NA,NA,"1","0","1","0","0","0","0","0","1","1","0"
"348","Vitis labrusca",5,NA,-2.31335832504655,NA,NA,NA,-3.43690610473286,-4.00463572582402,"0","1","1","0","0","1","0","1","1","0",NA,NA,NA,"0","0","1","0","0","1","1","0","1","0",NA,NA,NA,NA,"1","0","0","0","1"
"349","Viviania marifolia",1,-1.08919113574216,-1.6202111444866,-4.04508055897337,-0.685545722654928,1.07870894414484,NA,-7.56089911918512,"1","0","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","1","1","0","1","0","1","0","0","0","1","0","0","1","0"
"350","Vriesea carinata",1,NA,-2.13103676825259,NA,-0.685545722654928,NA,NA,-9.43270129608671,"1","0","0","1","0","1","0","1","1","0","1","0","0","0","0","1","1","0","0","1","0","1","0",NA,NA,NA,NA,"1","0","1","1","0"
"351","Warburgia ugandensis",5,NA,-1.6202111444866,NA,-0.174720098888937,1.07870894414484,NA,0.656574021219856,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0",NA,NA,NA,NA,"1","0","0","1","1"
"352","Wurmbea biglandulosa",4,NA,-2.13103676825259,-1.6701748043997,-0.685545722654928,NA,-1.43881020250697,-8.14484700778007,"1","0","0","1","0","1","1","1","1","0","0","1","0","0","0","1","0","1","0","0","1","1","1","1","0","0","0","1","0","0","1","0"
"353","Xanthosoma sagittifolium",4,-1.78233831630211,-2.31335832504655,-1.1828796780439,-0.337239028386712,1.07870894414484,NA,NA,"1","0","0","1","0","1","0","1","1","0",NA,NA,NA,"0","0","1","0","1","1","1","1","0","1","0","0","1","0",NA,NA,NA,"1","0"
"354","Ximenia americana",5,-0.866047584427954,-1.93036607279044,-4.73822773953331,-0.397863650203147,NA,-1.6451466355048,-1.24070745305998,"0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","1","1","0","1","0",NA,NA,NA,NA,"1","0","0","1","1"
"355","Zea mays",6,-1.29683050052041,-2.82418394881254,-4.73822773953331,-1.78415801132304,NA,-2.12183925290133,-2.28298071154978,"1","0","0","1","0","1","0","1","0","1","0","1","0","1","0","0","0","0","1","1","0","0","1","0","1","0","0",NA,NA,NA,"0","1"
"356","Zelkova serrata",2,0.9257118848001,-1.97688608842533,-4.73822773953331,-1.09101083076309,NA,-1.93282870795658,-5.05589660539398,"0","1","0","1","0","1","0","1","1","0","0","1","0","1","0","0","1","0","0","1","0","1","1","0","1","0","0",NA,NA,NA,"0","1"
"357","Zostera marina",6,-2.83216044080079,-3.92279623748065,-4.73822773953331,-1.09101083076309,NA,NA,-6.73863733695924,"1","0","0","1","1","0","0","1","1","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","1","0","0",NA,NA,NA,"0","1"
